celebrity_name,season,week,voting_rule_phase,judge_count,weekly_total,weekly_avg,is_eliminated_this_week,placement
Melora Hardin,30,6,3,4,34.0,8.5,0,6
Melora Hardin,30,7,3,4,38.0,9.5,0,6
Melora Hardin,30,8,3,4,42.0,10.5,0,6
Melora Hardin,30,9,3,4,36.0,9.0,1,6
Matt James,30,1,3,4,24.0,6.0,0,12
Matt James,30,2,3,4,22.0,5.5,0,12
Matt James,30,3,3,4,20.0,6.666666666666667,0,12
Matt James,30,4,3,4,28.5,7.125,1,12
"Mike ""The Miz"" Mizanin",30,1,3,4,24.0,6.0,0,9
"Mike ""The Miz"" Mizanin",30,2,3,4,26.0,6.5,0,9
"Mike ""The Miz"" Mizanin",30,3,3,4,22.0,7.333333333333333,0,9
"Mike ""The Miz"" Mizanin",30,4,3,4,32.5,8.125,0,9
"Mike ""The Miz"" Mizanin",30,5,3,4,32.0,8.0,0,9
"Mike ""The Miz"" Mizanin",30,6,3,4,34.0,8.5,0,9
"Mike ""The Miz"" Mizanin",30,7,3,4,32.0,8.0,1,9
Suni Lee,30,1,3,4,28.0,7.0,0,5
Suni Lee,30,2,3,4,28.0,7.0,0,5
Suni Lee,30,3,3,4,21.0,7.0,0,5
Suni Lee,30,4,3,4,34.0,8.5,0,5
Suni Lee,30,5,3,4,36.0,9.0,0,5
Suni Lee,30,6,3,4,36.0,9.0,0,5
Suni Lee,30,7,3,4,34.0,8.5,0,5
Suni Lee,30,8,3,4,42.0,10.5,0,5
Suni Lee,30,9,3,4,37.5,9.375,1,5
Iman Shumpert,30,1,3,4,21.0,5.25,0,1
Iman Shumpert,30,2,3,4,25.0,6.25,0,1
Iman Shumpert,30,3,3,4,19.0,6.333333333333333,0,1
Iman Shumpert,30,4,3,4,31.5,7.875,0,1
Iman Shumpert,30,5,3,4,28.0,7.0,0,1
Iman Shumpert,30,6,3,4,40.0,10.0,0,1
Iman Shumpert,30,7,3,4,34.0,8.5,0,1
Iman Shumpert,30,8,3,4,35.0,8.75,0,1
Iman Shumpert,30,9,3,4,37.5,9.375,0,1
Iman Shumpert,30,10,3,4,40.0,10.0,0,1
Cody Rigsby,30,1,3,4,24.0,6.0,0,3
Cody Rigsby,30,2,3,4,24.0,6.0,0,3
Cody Rigsby,30,3,3,4,18.0,6.0,0,3
Cody Rigsby,30,4,3,4,29.0,7.25,0,3
Cody Rigsby,30,5,3,4,32.0,8.0,0,3
Cody Rigsby,30,6,3,4,36.0,9.0,0,3
Cody Rigsby,30,7,3,4,36.0,9.0,0,3
Cody Rigsby,30,8,3,4,38.0,9.5,0,3
Cody Rigsby,30,9,3,4,35.5,8.875,0,3
Cody Rigsby,30,10,3,4,38.0,9.5,0,3
Melanie C,30,1,3,4,27.0,6.75,0,11
Melanie C,30,2,3,4,30.0,7.5,0,11
Melanie C,30,3,3,4,22.0,7.333333333333333,0,11
Melanie C,30,4,3,4,33.0,8.25,0,11
Melanie C,30,5,3,4,36.0,9.0,1,11
Jimmie Allen,30,1,3,4,22.0,5.5,0,7
Jimmie Allen,30,2,3,4,27.0,6.75,0,7
Jimmie Allen,30,3,3,4,20.0,6.666666666666667,0,7
Jimmie Allen,30,4,3,4,32.5,8.125,0,7
Jimmie Allen,30,5,3,4,34.0,8.5,0,7
Jimmie Allen,30,6,3,4,38.0,9.5,0,7
Jimmie Allen,30,7,3,4,38.0,9.5,0,7
Jimmie Allen,30,8,3,4,32.0,8.0,1,7
Olivia Jade,30,1,3,4,25.0,6.25,0,8
Olivia Jade,30,2,3,4,27.0,6.75,0,8
Olivia Jade,30,3,3,4,24.0,8.0,0,8
Olivia Jade,30,4,3,4,35.0,8.75,0,8
Olivia Jade,30,5,3,4,36.0,9.0,0,8
Olivia Jade,30,6,3,4,36.0,9.0,0,8
Olivia Jade,30,7,3,4,42.0,10.5,0,8
Olivia Jade,30,8,3,4,36.0,9.0,1,8
JoJo Siwa,30,1,3,4,29.0,7.25,0,2
JoJo Siwa,30,2,3,4,31.0,7.75,0,2
JoJo Siwa,30,3,3,4,24.0,8.0,0,2
JoJo Siwa,30,4,3,4,35.0,8.75,0,2
JoJo Siwa,30,5,3,4,40.0,10.0,0,2
JoJo Siwa,30,6,3,4,40.0,10.0,0,2
JoJo Siwa,30,7,3,4,39.0,9.75,0,2
JoJo Siwa,30,8,3,4,41.0,10.25,0,2
JoJo Siwa,30,9,3,4,40.0,10.0,0,2
JoJo Siwa,30,10,3,4,40.0,10.0,0,2
Christine Chiu,30,1,3,4,25.0,6.25,0,14
Christine Chiu,30,2,3,4,24.0,6.0,0,14
Christine Chiu,30,3,3,4,21.0,7.0,1,14
Kenya Moore,30,1,3,4,26.0,6.5,0,10
Kenya Moore,30,2,3,4,24.0,6.0,0,10
Kenya Moore,30,3,3,4,21.0,7.0,0,10
Kenya Moore,30,4,3,4,29.5,7.375,0,10
Kenya Moore,30,5,3,4,36.0,9.0,0,10
Kenya Moore,30,6,3,4,32.0,8.0,1,10
Amanda Kloots,30,1,3,4,28.0,7.0,0,4
Amanda Kloots,30,2,3,4,32.0,8.0,0,4
Amanda Kloots,30,3,3,4,24.0,8.0,0,4
Amanda Kloots,30,4,3,4,34.0,8.5,0,4
Amanda Kloots,30,5,3,4,39.0,9.75,0,4
Amanda Kloots,30,6,3,4,38.0,9.5,0,4
Amanda Kloots,30,7,3,4,34.0,8.5,0,4
Amanda Kloots,30,8,3,4,42.0,10.5,0,4
Amanda Kloots,30,9,3,4,39.5,9.875,0,4
Amanda Kloots,30,10,3,4,39.0,9.75,0,4
Jason Lewis,31,1,3,4,18.0,4.5,1,16
Cheryl Ladd,31,1,3,4,21.0,5.25,0,14
Cheryl Ladd,31,2,3,4,21.0,5.25,0,14
Cheryl Ladd,31,3,3,4,24.0,6.0,1,14
Selma Blair,31,1,3,4,28.0,7.0,0,12
Selma Blair,31,2,3,4,28.0,7.0,0,12
Selma Blair,31,3,3,4,28.0,7.0,0,12
Selma Blair,31,4,3,4,32.0,8.0,0,12
Selma Blair,31,5,3,4,40.0,10.0,0,12
Joseph Baena,31,1,3,4,23.0,5.75,0,11
Joseph Baena,31,2,3,4,24.0,6.0,0,11
Joseph Baena,31,3,3,4,29.0,7.25,0,11
Joseph Baena,31,4,3,4,28.0,7.0,0,11
Joseph Baena,31,5,3,4,35.0,8.75,1,11
Trevor Donovan,31,1,3,4,21.0,5.25,0,6
Trevor Donovan,31,2,3,4,30.0,7.5,0,6
Trevor Donovan,31,3,3,4,27.0,6.75,0,6
Trevor Donovan,31,4,3,4,28.0,7.0,0,6
Trevor Donovan,31,5,3,4,36.0,9.0,0,6
Trevor Donovan,31,6,3,4,34.0,8.5,0,6
Trevor Donovan,31,7,3,4,39.0,9.75,0,6
Trevor Donovan,31,8,3,4,39.0,9.75,0,6
Trevor Donovan,31,9,3,4,32.5,8.125,1,6
Daniel Durant,31,1,3,4,27.0,6.75,0,5
Daniel Durant,31,2,3,4,29.0,7.25,0,5
Daniel Durant,31,3,3,4,31.0,7.75,0,5
Daniel Durant,31,4,3,4,29.0,7.25,0,5
Daniel Durant,31,5,3,4,33.5,8.375,0,5
Daniel Durant,31,6,3,4,34.0,8.5,0,5
Daniel Durant,31,7,3,4,36.5,9.125,0,5
Daniel Durant,31,8,3,4,39.0,9.75,0,5
Daniel Durant,31,9,3,4,34.5,8.625,1,5
Wayne Brady,31,1,3,4,29.0,7.25,0,3
Wayne Brady,31,2,3,4,32.0,8.0,0,3
Wayne Brady,31,3,3,4,33.0,8.25,0,3
Wayne Brady,31,4,3,4,36.0,9.0,0,3
Wayne Brady,31,5,3,4,41.0,10.25,0,3
Wayne Brady,31,6,3,4,34.0,8.5,0,3
Wayne Brady,31,7,3,4,38.0,9.5,0,3
Wayne Brady,31,8,3,4,45.0,11.25,0,3
Wayne Brady,31,9,3,4,36.5,9.125,0,3
Wayne Brady,31,10,3,4,38.0,9.5,0,3
Sam Champion,31,1,3,4,20.0,5.0,0,13
Sam Champion,31,2,3,4,26.0,6.5,0,13
Sam Champion,31,3,3,4,25.0,6.25,0,13
Sam Champion,31,4,3,4,25.0,6.25,1,13
Jessie James Decker,31,1,3,4,20.0,5.0,0,10
Jessie James Decker,31,2,3,4,25.0,6.25,0,10
Jessie James Decker,31,3,3,4,26.0,6.5,0,10
Jessie James Decker,31,4,3,4,31.0,7.75,0,10
Jessie James Decker,31,5,3,4,36.0,9.0,0,10
Jessie James Decker,31,6,3,4,32.0,8.0,1,10
Jordin Sparks,31,1,3,4,26.0,6.5,0,9
Jordin Sparks,31,2,3,4,27.0,6.75,0,9
Jordin Sparks,31,3,3,4,29.0,7.25,0,9
Jordin Sparks,31,4,3,4,34.0,8.5,0,9
Jordin Sparks,31,5,3,4,35.5,8.875,0,9
Jordin Sparks,31,6,3,4,34.0,8.5,0,9
Jordin Sparks,31,7,3,4,34.5,8.625,1,9
Heidi D'Amelio,31,1,3,4,24.0,6.0,0,8
Heidi D'Amelio,31,2,3,4,28.0,7.0,0,8
Heidi D'Amelio,31,3,3,4,32.0,8.0,0,8
Heidi D'Amelio,31,4,3,4,34.0,8.5,0,8
Heidi D'Amelio,31,5,3,4,39.0,9.75,0,8
Heidi D'Amelio,31,6,3,4,36.0,9.0,0,8
Heidi D'Amelio,31,7,3,4,35.0,8.75,0,8
Heidi D'Amelio,31,8,3,4,35.0,8.75,1,8
Charli D'Amelio,31,1,3,4,32.0,8.0,0,1
Charli D'Amelio,31,2,3,4,32.0,8.0,0,1
Charli D'Amelio,31,3,3,4,33.0,8.25,0,1
Charli D'Amelio,31,4,3,4,36.0,9.0,0,1
Charli D'Amelio,31,5,3,4,42.0,10.5,0,1
Charli D'Amelio,31,6,3,4,40.0,10.0,0,1
Charli D'Amelio,31,7,3,4,39.0,9.75,0,1
Charli D'Amelio,31,8,3,4,45.0,11.25,0,1
Charli D'Amelio,31,9,3,4,40.0,10.0,0,1
Charli D'Amelio,31,10,3,4,40.0,10.0,0,1
Teresa Giudice,31,1,3,4,20.0,5.0,0,15
Teresa Giudice,31,2,3,4,23.0,5.75,1,15
Vinny Guadagnino,31,1,3,4,17.0,4.25,0,7
Vinny Guadagnino,31,2,3,4,27.0,6.75,0,7
Vinny Guadagnino,31,3,3,4,23.0,5.75,0,7
Vinny Guadagnino,31,4,3,4,29.0,7.25,0,7
Vinny Guadagnino,31,5,3,4,31.0,7.75,0,7
Vinny Guadagnino,31,6,3,4,28.0,7.0,0,7
Vinny Guadagnino,31,7,3,4,31.5,7.875,0,7
Vinny Guadagnino,31,8,3,4,29.0,7.25,1,7
Shangela,31,1,3,4,28.0,7.0,0,4
Shangela,31,2,3,4,28.0,7.0,0,4
Shangela,31,3,3,4,30.0,7.5,0,4
Shangela,31,4,3,4,32.0,8.0,0,4
Shangela,31,5,3,4,38.5,9.625,0,4
Shangela,31,6,3,4,36.0,9.0,0,4
Shangela,31,7,3,4,36.5,9.125,0,4
Shangela,31,8,3,4,42.0,10.5,0,4
Shangela,31,9,3,4,36.5,9.125,0,4
Shangela,31,10,3,4,38.0,9.5,0,4
Gabby Windey,31,1,3,4,28.0,7.0,0,2
Gabby Windey,31,2,3,4,32.0,8.0,0,2
Gabby Windey,31,3,3,4,33.0,8.25,0,2
Gabby Windey,31,4,3,4,36.0,9.0,0,2
Gabby Windey,31,5,3,4,41.0,10.25,0,2
Gabby Windey,31,6,3,4,37.0,9.25,0,2
Gabby Windey,31,7,3,4,35.5,8.875,0,2
Gabby Windey,31,8,3,4,40.0,10.0,0,2
Gabby Windey,31,9,3,4,40.0,10.0,0,2
Gabby Windey,31,10,3,4,40.0,10.0,0,2
Jamie Lynn Spears,32,1,3,4,15.0,5.0,0,13
Jamie Lynn Spears,32,2,3,4,16.0,5.333333333333333,1,13
Mira Sorvino,32,1,3,4,17.0,5.666666666666667,0,10
Mira Sorvino,32,2,3,4,18.0,6.0,0,10
Mira Sorvino,32,3,3,4,26.0,6.5,0,10
Mira Sorvino,32,4,3,4,21.0,7.0,0,10
Mira Sorvino,32,5,3,4,22.0,7.333333333333333,1,10
Barry Williams,32,1,3,4,16.0,5.333333333333333,0,7
Barry Williams,32,2,3,4,15.0,5.0,0,7
Barry Williams,32,3,3,4,25.0,6.25,0,7
Barry Williams,32,4,3,4,18.0,6.0,0,7
Barry Williams,32,5,3,4,24.0,8.0,0,7
Barry Williams,32,6,3,4,32.0,8.0,0,7
Barry Williams,32,7,3,4,32.5,8.125,0,7
Barry Williams,32,8,3,4,35.0,8.75,1,7
Alyson Hannigan,32,1,3,4,13.0,4.333333333333333,0,5
Alyson Hannigan,32,2,3,4,19.0,6.333333333333333,0,5
Alyson Hannigan,32,3,3,4,24.0,6.0,0,5
Alyson Hannigan,32,4,3,4,18.0,6.0,0,5
Alyson Hannigan,32,5,3,4,21.0,7.0,0,5
Alyson Hannigan,32,6,3,4,31.0,7.75,0,5
Alyson Hannigan,32,7,3,4,35.0,8.75,0,5
Alyson Hannigan,32,8,3,4,36.0,9.0,0,5
Alyson Hannigan,32,9,3,4,32.0,8.0,0,5
Alyson Hannigan,32,10,3,4,25.5,8.5,0,5
Alyson Hannigan,32,11,3,4,26.5,8.833333333333334,0,5
Xochitl Gomez,32,1,3,4,18.0,6.0,0,1
Xochitl Gomez,32,2,3,4,24.0,8.0,0,1
Xochitl Gomez,32,3,3,4,32.0,8.0,0,1
Xochitl Gomez,32,4,3,4,27.0,9.0,0,1
Xochitl Gomez,32,5,3,4,28.0,9.333333333333334,0,1
Xochitl Gomez,32,6,3,4,42.0,10.5,0,1
Xochitl Gomez,32,7,3,4,37.0,9.25,0,1
Xochitl Gomez,32,8,3,4,40.0,10.0,0,1
Xochitl Gomez,32,9,3,4,41.0,10.25,0,1
Xochitl Gomez,32,10,3,4,30.0,10.0,0,1
Xochitl Gomez,32,11,3,4,30.0,10.0,0,1
Adrian Peterson,32,1,3,4,18.0,6.0,0,11
Adrian Peterson,32,2,3,4,15.0,5.0,0,11
Adrian Peterson,32,3,3,4,22.0,5.5,0,11
Adrian Peterson,32,4,3,4,21.0,7.0,1,11
Matt Walsh,32,1,3,4,12.0,4.0,1,14
Tyson Beckford,32,1,3,4,12.0,4.0,0,12
Tyson Beckford,32,2,3,4,18.0,6.0,0,12
Tyson Beckford,32,3,3,4,20.0,5.0,1,12
Jason Mraz,32,1,3,4,21.0,7.0,0,2
Jason Mraz,32,2,3,4,24.0,8.0,0,2
Jason Mraz,32,3,3,4,34.0,8.5,0,2
Jason Mraz,32,4,3,4,24.0,8.0,0,2
Jason Mraz,32,5,3,4,27.0,9.0,0,2
Jason Mraz,32,6,3,4,39.0,9.75,0,2
Jason Mraz,32,7,3,4,36.0,9.0,0,2
Jason Mraz,32,8,3,4,33.0,8.25,0,2
Jason Mraz,32,9,3,4,43.0,10.75,0,2
Jason Mraz,32,10,3,4,28.5,9.5,0,2
Jason Mraz,32,11,3,4,30.0,10.0,0,2
Lele Pons,32,1,3,4,19.0,6.333333333333333,0,8
Lele Pons,32,2,3,4,21.0,7.0,0,8
Lele Pons,32,3,3,4,27.0,6.75,0,8
Lele Pons,32,4,3,4,22.0,7.333333333333333,0,8
Lele Pons,32,5,3,4,24.0,8.0,0,8
Lele Pons,32,6,3,4,37.0,9.25,0,8
Lele Pons,32,7,3,4,36.5,9.125,1,8
Harry Jowsey,32,1,3,4,12.0,4.0,0,6
Harry Jowsey,32,2,3,4,15.0,5.0,0,6
Harry Jowsey,32,3,3,4,24.0,6.0,0,6
Harry Jowsey,32,4,3,4,21.0,7.0,0,6
Harry Jowsey,32,5,3,4,18.0,6.0,0,6
Harry Jowsey,32,6,3,4,29.0,7.25,0,6
Harry Jowsey,32,7,3,4,32.0,8.0,0,6
Harry Jowsey,32,8,3,4,28.0,7.0,0,6
Harry Jowsey,32,9,3,4,30.0,7.5,1,6
Mauricio Umansky,32,1,3,4,15.0,5.0,0,9
Mauricio Umansky,32,2,3,4,12.0,4.0,0,9
Mauricio Umansky,32,3,3,4,23.0,5.75,0,9
Mauricio Umansky,32,4,3,4,19.0,6.333333333333333,0,9
Mauricio Umansky,32,5,3,4,24.0,8.0,0,9
Mauricio Umansky,32,6,3,4,33.0,8.25,1,9
Charity Lawson,32,1,3,4,22.0,7.333333333333333,0,4
Charity Lawson,32,2,3,4,21.0,7.0,0,4
Charity Lawson,32,3,3,4,32.0,8.0,0,4
Charity Lawson,32,4,3,4,24.0,8.0,0,4
Charity Lawson,32,5,3,4,28.0,9.333333333333334,0,4
Charity Lawson,32,6,3,4,38.0,9.5,0,4
Charity Lawson,32,7,3,4,36.0,9.0,0,4
Charity Lawson,32,8,3,4,39.0,9.75,0,4
Charity Lawson,32,9,3,4,38.0,9.5,0,4
Charity Lawson,32,10,3,4,29.5,9.833333333333334,0,4
Charity Lawson,32,11,3,4,29.5,9.833333333333334,0,4
Ariana Madix,32,1,3,4,21.0,7.0,0,3
Ariana Madix,32,2,3,4,20.0,6.666666666666667,0,3
Ariana Madix,32,3,3,4,34.0,8.5,0,3
Ariana Madix,32,4,3,4,25.0,8.333333333333334,0,3
Ariana Madix,32,5,3,4,24.0,8.0,0,3
Ariana Madix,32,6,3,4,41.0,10.25,0,3
Ariana Madix,32,7,3,4,37.0,9.25,0,3
Ariana Madix,32,8,3,4,42.0,10.5,0,3
Ariana Madix,32,9,3,4,37.0,9.25,0,3
Ariana Madix,32,10,3,4,29.0,9.666666666666666,0,3
Ariana Madix,32,11,3,4,29.5,9.833333333333334,0,3
Tori Spelling,33,1,3,4,17.0,5.666666666666667,0,12
Tori Spelling,33,2,3,4,19.0,6.333333333333333,1,12
Eric Roberts,33,1,3,4,15.0,5.0,0,10
Eric Roberts,33,2,3,4,15.0,5.0,0,10
Eric Roberts,33,3,3,4,23.0,5.75,1,10
Reginald VelJohnson,33,1,3,4,16.0,5.333333333333333,0,10
Reginald VelJohnson,33,2,3,4,15.0,5.0,0,10
Reginald VelJohnson,33,3,3,4,21.0,5.25,1,10
Chandler Kinney,33,1,3,4,23.0,7.666666666666667,0,3
Chandler Kinney,33,2,3,4,24.0,8.0,0,3
Chandler Kinney,33,3,3,4,34.5,8.625,0,3
Chandler Kinney,33,4,3,4,32.0,8.0,0,3
Chandler Kinney,33,5,3,4,27.0,9.0,0,3
Chandler Kinney,33,6,3,4,32.0,10.666666666666666,0,3
Chandler Kinney,33,7,3,4,30.0,10.0,0,3
Chandler Kinney,33,8,3,4,29.0,9.666666666666666,0,3
Chandler Kinney,33,9,3,4,30.0,10.0,0,3
Dwight Howard ,33,1,3,4,22.0,7.333333333333333,0,6
Dwight Howard ,33,2,3,4,22.0,7.333333333333333,0,6
Dwight Howard ,33,3,3,4,26.0,6.5,0,6
Dwight Howard ,33,4,3,4,29.0,7.25,0,6
Dwight Howard ,33,5,3,4,24.0,8.0,0,6
Dwight Howard ,33,6,3,4,31.0,10.333333333333334,0,6
Dwight Howard ,33,7,3,4,24.0,8.0,1,6
Danny Amendola,33,1,3,4,20.0,6.666666666666667,0,5
Danny Amendola,33,2,3,4,21.0,7.0,0,5
Danny Amendola,33,3,3,4,30.0,7.5,0,5
Danny Amendola,33,4,3,4,36.0,9.0,0,5
Danny Amendola,33,5,3,4,25.5,8.5,0,5
Danny Amendola,33,6,3,4,28.0,9.333333333333334,0,5
Danny Amendola,33,7,3,4,25.5,8.5,0,5
Danny Amendola,33,8,3,4,27.0,9.0,0,5
Danny Amendola,33,9,3,4,28.0,9.333333333333334,0,5
Stephen Nedoroscik,33,1,3,4,21.0,7.0,0,4
Stephen Nedoroscik,33,2,3,4,22.0,7.333333333333333,0,4
Stephen Nedoroscik,33,3,3,4,31.0,7.75,0,4
Stephen Nedoroscik,33,4,3,4,33.0,8.25,0,4
Stephen Nedoroscik,33,5,3,4,24.0,8.0,0,4
Stephen Nedoroscik,33,6,3,4,28.0,9.333333333333334,0,4
Stephen Nedoroscik,33,7,3,4,27.0,9.0,0,4
Stephen Nedoroscik,33,8,3,4,26.5,8.833333333333334,0,4
Stephen Nedoroscik,33,9,3,4,29.5,9.833333333333334,0,4
Ilona Maher,33,1,3,4,18.0,6.0,0,2
Ilona Maher,33,2,3,4,21.0,7.0,0,2
Ilona Maher,33,3,3,4,28.0,7.0,0,2
Ilona Maher,33,4,3,4,32.0,8.0,0,2
Ilona Maher,33,5,3,4,26.0,8.666666666666666,0,2
Ilona Maher,33,6,3,4,24.0,8.0,0,2
Ilona Maher,33,7,3,4,26.0,8.666666666666666,0,2
Ilona Maher,33,8,3,4,28.5,9.5,0,2
Ilona Maher,33,9,3,4,28.5,9.5,0,2
Anna Delvey,33,1,3,4,18.0,6.0,0,12
Anna Delvey,33,2,3,4,17.0,5.666666666666667,1,12
Brooks Nader,33,1,3,4,18.0,6.0,0,9
Brooks Nader,33,2,3,4,20.0,6.666666666666667,0,9
Brooks Nader,33,3,3,4,30.5,7.625,0,9
Brooks Nader,33,4,3,4,32.0,8.0,1,9
Phaedra Parks,33,1,3,4,19.0,6.333333333333333,0,8
Phaedra Parks,33,2,3,4,21.0,7.0,0,8
Phaedra Parks,33,3,3,4,28.0,7.0,0,8
Phaedra Parks,33,4,3,4,32.0,8.0,0,8
Phaedra Parks,33,5,3,4,24.0,8.0,1,8
Jenn Tran,33,1,3,4,19.0,6.333333333333333,0,7
Jenn Tran,33,2,3,4,19.0,6.333333333333333,0,7
Jenn Tran,33,3,3,4,31.0,7.75,0,7
Jenn Tran,33,4,3,4,32.0,8.0,0,7
Jenn Tran,33,5,3,4,25.5,8.5,0,7
Jenn Tran,33,6,3,4,31.0,10.333333333333334,1,7
Joey Graziadei,33,1,3,4,21.0,7.0,0,1
Joey Graziadei,33,2,3,4,22.0,7.333333333333333,0,1
Joey Graziadei,33,3,3,4,35.0,8.75,0,1
Joey Graziadei,33,4,3,4,36.0,9.0,0,1
Joey Graziadei,33,5,3,4,26.0,8.666666666666666,0,1
Joey Graziadei,33,6,3,4,32.0,10.666666666666666,0,1
Joey Graziadei,33,7,3,4,27.5,9.166666666666666,0,1
Joey Graziadei,33,8,3,4,29.0,9.666666666666666,0,1
Joey Graziadei,33,9,3,4,29.5,9.833333333333334,0,1
Corey Feldman,34,1,3,4,9.0,4.5,0,13
Corey Feldman,34,2,3,4,15.0,5.0,1,13
Danielle Fishel,34,1,3,4,12.0,6.0,0,8
Danielle Fishel,34,2,3,4,19.0,6.333333333333333,0,8
Danielle Fishel,34,3,3,4,21.0,7.0,0,8
Danielle Fishel,34,4,3,4,21.0,7.0,0,8
Danielle Fishel,34,5,3,4,29.0,7.25,0,8
Danielle Fishel,34,6,3,4,36.0,9.0,0,8
Danielle Fishel,34,7,3,4,35.0,8.75,0,8
Danielle Fishel,34,8,3,4,37.0,9.25,1,8
Elaine Hendrix,34,1,3,4,12.0,6.0,0,5
Elaine Hendrix,34,2,3,4,21.0,7.0,0,5
Elaine Hendrix,34,3,3,4,21.0,7.0,0,5
Elaine Hendrix,34,4,3,4,24.0,8.0,0,5
Elaine Hendrix,34,5,3,4,30.0,7.5,0,5
Elaine Hendrix,34,6,3,4,36.0,9.0,0,5
Elaine Hendrix,34,7,3,4,32.0,8.0,0,5
Elaine Hendrix,34,8,3,4,37.5,9.375,0,5
Elaine Hendrix,34,9,3,4,36.0,9.0,0,5
Elaine Hendrix,34,10,3,4,28.5,9.5,0,5
Elaine Hendrix,34,11,3,4,28.9998,9.6666,0,5
Baron Davis,34,1,3,4,10.0,5.0,0,13
Baron Davis,34,2,3,4,18.0,6.0,1,13
Jordan Chiles,34,1,3,4,10.0,5.0,0,3
Jordan Chiles,34,2,3,4,22.0,7.333333333333333,0,3
Jordan Chiles,34,3,3,4,24.0,8.0,0,3
Jordan Chiles,34,4,3,4,24.0,8.0,0,3
Jordan Chiles,34,5,3,4,32.0,8.0,0,3
Jordan Chiles,34,6,3,4,39.0,9.75,0,3
Jordan Chiles,34,7,3,4,38.0,9.5,0,3
Jordan Chiles,34,8,3,4,39.0,9.75,0,3
Jordan Chiles,34,9,3,4,39.0,9.75,0,3
Jordan Chiles,34,10,3,4,28.5,9.5,0,3
Jordan Chiles,34,11,3,4,29.666600000000003,9.888866666666667,0,3
Andy Richter,34,1,3,4,9.0,4.5,0,7
Andy Richter,34,2,3,4,16.0,5.333333333333333,0,7
Andy Richter,34,3,3,4,18.0,6.0,0,7
Andy Richter,34,4,3,4,18.0,6.0,0,7
Andy Richter,34,5,3,4,24.0,6.0,0,7
Andy Richter,34,6,3,4,27.0,6.75,0,7
Andy Richter,34,7,3,4,29.0,7.25,0,7
Andy Richter,34,8,3,4,34.0,8.5,0,7
Andy Richter,34,9,3,4,29.0,7.25,1,7
Robert Irwin,34,1,3,4,15.0,7.5,0,1
Robert Irwin,34,2,3,4,22.0,7.333333333333333,0,1
Robert Irwin,34,3,3,4,22.0,7.333333333333333,0,1
Robert Irwin,34,4,3,4,22.0,7.333333333333333,0,1
Robert Irwin,34,5,3,4,35.0,8.75,0,1
Robert Irwin,34,6,3,4,36.0,9.0,0,1
Robert Irwin,34,7,3,4,41.0,10.25,0,1
Robert Irwin,34,8,3,4,38.0,9.5,0,1
Robert Irwin,34,9,3,4,42.0,10.5,0,1
Robert Irwin,34,10,3,4,29.5,9.833333333333334,0,1
Robert Irwin,34,11,3,4,29.666600000000003,9.888866666666667,0,1
Hilaria Baldwin,34,1,3,4,14.0,7.0,0,11
Hilaria Baldwin,34,2,3,4,21.0,7.0,0,11
Hilaria Baldwin,34,3,3,4,22.0,7.333333333333333,0,11
Hilaria Baldwin,34,4,3,4,23.0,7.666666666666667,1,11
Lauren Jauregui,34,1,3,4,13.0,6.5,0,12
Lauren Jauregui,34,2,3,4,21.0,7.0,0,12
Lauren Jauregui,34,3,3,4,18.0,6.0,1,12
Scott Hoying,34,1,3,4,10.0,5.0,0,10
Scott Hoying,34,2,3,4,18.0,6.0,0,10
Scott Hoying,34,3,3,4,22.0,7.333333333333333,0,10
Scott Hoying,34,4,3,4,21.0,7.0,0,10
Scott Hoying,34,5,3,4,30.0,7.5,0,10
Scott Hoying,34,6,3,4,28.0,7.0,1,10
Alix Earle,34,1,3,4,13.0,6.5,0,2
Alix Earle,34,2,3,4,21.0,7.0,0,2
Alix Earle,34,3,3,4,23.0,7.666666666666667,0,2
Alix Earle,34,4,3,4,24.0,8.0,0,2
Alix Earle,34,5,3,4,35.0,8.75,0,2
Alix Earle,34,6,3,4,35.0,8.75,0,2
Alix Earle,34,7,3,4,43.0,10.75,0,2
Alix Earle,34,8,3,4,38.5,9.625,0,2
Alix Earle,34,9,3,4,40.0,10.0,0,2
Alix Earle,34,10,3,4,29.0,9.666666666666666,0,2
Alix Earle,34,11,3,4,30.0,10.0,0,2
Jen Affleck,34,1,3,4,12.0,6.0,0,9
Jen Affleck,34,2,3,4,22.0,7.333333333333333,0,9
Jen Affleck,34,3,3,4,19.0,6.333333333333333,0,9
Jen Affleck,34,4,3,4,23.0,7.666666666666667,0,9
Jen Affleck,34,5,3,4,29.0,7.25,0,9
Jen Affleck,34,6,3,4,32.0,8.0,0,9
Jen Affleck,34,7,3,4,34.0,8.5,1,9
Whitney Leavitt,34,1,3,4,15.0,7.5,0,6
Whitney Leavitt,34,2,3,4,22.0,7.333333333333333,0,6
Whitney Leavitt,34,3,3,4,24.0,8.0,0,6
Whitney Leavitt,34,4,3,4,25.0,8.333333333333334,0,6
Whitney Leavitt,34,5,3,4,33.0,8.25,0,6
Whitney Leavitt,34,6,3,4,39.0,9.75,0,6
Whitney Leavitt,34,7,3,4,42.0,10.5,0,6
Whitney Leavitt,34,8,3,4,39.5,9.875,0,6
Whitney Leavitt,34,9,3,4,42.0,10.5,0,6
Whitney Leavitt,34,10,3,4,29.0,9.666666666666666,1,6
Dylan Efron,34,1,3,4,10.0,5.0,0,4
